"SAT.V","SAT.Q","SAT.C","School","GPA","Status"
590,650,1240,"NATURAL SCIENCE",3.0083,"G"
650,630,1280,"LIBERAL ARTS",2.5241,"G"
660,720,1380,"ENGINEERING",3.3142,"G"
630,690,1320,"LIBERAL ARTS",3.7573,"G"
470,610,1080,"NATURAL SCIENCE",3.2992,"G"
470,580,1050,"LIBERAL ARTS",3.4537,"G"
500,480,980,"NATURAL SCIENCE",2.9375,"G"
580,660,1240,"LIBERAL ARTS",3.9062,"G"
540,590,1130,"NATURAL SCIENCE",2.664,"G"
600,630,1230,"ENGINEERING",2.9857,"G"
510,560,1070,"ENGINEERING",2.6899,"G"
580,630,1210,"ENGINEERING",2.5483,"G"
690,740,1430,"NATURAL SCIENCE",3.8217,"G"
630,600,1230,"LIBERAL ARTS",2.7183,"G"
730,630,1360,"LIBERAL ARTS",3.7758,"G"
630,600,1230,"NATURAL SCIENCE",3.325,"G"
660,660,1320,"NATURAL SCIENCE",3.3385,"G"
610,710,1320,"NATURAL SCIENCE",2.7395,"G"
620,670,1290,"NATURAL SCIENCE",3.3214,"G"
620,740,1360,"ENGINEERING",3.94,"G"
530,660,1190,"LIBERAL ARTS",3.4411,"G"
600,650,1250,"BUSINESS",3.8297,"G"
620,500,1120,"LIBERAL ARTS",2.9224,"G"
750,720,1470,"BUSINESS",3.9055,"G"
400,460,860,"LIBERAL ARTS",3.028,"G"
550,690,1240,"LIBERAL ARTS",2.5304,"G"
670,630,1300,"LIBERAL ARTS",3.0294,"G"
560,660,1220,"NATURAL SCIENCE",3.4201,"G"
660,800,1460,"NATURAL SCIENCE",3.7467,"G"
490,570,1060,"BUSINESS",3.7606,"G"
760,710,1470,"BUSINESS",3.3846,"G"
590,700,1290,"ENGINEERING",3.1241,"G"
490,520,1010,"ENGINEERING",2.9819,"G"
560,470,1030,"BUSINESS",2.9375,"G"
650,500,1150,"LIBERAL ARTS",3.53,"G"
660,580,1240,"ENGINEERING",3.8016,"G"
610,530,1140,"LIBERAL ARTS",2.4927,"G"
520,590,1110,"BUSINESS",3.2164,"G"
660,660,1320,"ENGINEERING",3.3652,"G"
560,610,1170,"LIBERAL ARTS",3.0186,"G"
520,600,1120,"LIBERAL ARTS",3.9464,"G"
670,720,1390,"BUSINESS",4,"G"
650,590,1240,"LIBERAL ARTS",3.4482,"G"
730,750,1480,"NATURAL SCIENCE",3.5312,"G"
600,550,1150,"LIBERAL ARTS",2.809,"G"
500,490,990,"NATURAL SCIENCE",3.3488,"G"
710,680,1390,"BUSINESS",3.9469,"G"
460,610,1070,"BUSINESS",3.0297,"G"
620,710,1330,"ENGINEERING",3.1755,"G"
590,670,1260,"BUSINESS",3.2539,"G"
450,590,1040,"LIBERAL ARTS",2.983,"G"
700,710,1410,"ENGINEERING",3.9752,"G"
710,800,1510,"ENGINEERING",3.8562,"G"
500,610,1110,"BUSINESS",3.5326,"G"
690,640,1330,"BUSINESS",3.3482,"G"
600,570,1170,"BUSINESS",3.2272,"G"
600,650,1250,"ENGINEERING",2.6315,"G"
650,550,1200,"LIBERAL ARTS",2.6446,"G"
600,590,1190,"LIBERAL ARTS",2.9196,"G"
470,630,1100,"NATURAL SCIENCE",3.4476,"G"
580,580,1160,"LIBERAL ARTS",3.1678,"G"
540,550,1090,"LIBERAL ARTS",3.4036,"G"
680,580,1260,"NATURAL SCIENCE",3.1869,"G"
680,550,1230,"LIBERAL ARTS",3.459,"G"
550,600,1150,"LIBERAL ARTS",3.2605,"G"
620,570,1190,"NATURAL SCIENCE",3.3109,"G"
570,580,1150,"NATURAL SCIENCE",3.3275,"G"
700,710,1410,"NATURAL SCIENCE",4,"G"
530,610,1140,"NATURAL SCIENCE",2.6301,"G"
650,740,1390,"BUSINESS",3.7931,"G"
760,640,1400,"COMMUNICATIONS",4,"G"
520,520,1040,"NATURAL SCIENCE",2.9172,"G"
580,600,1180,"ENGINEERING",3.1063,"G"
490,620,1110,"BUSINESS",3.9274,"G"
620,790,1410,"ENGINEERING",3.7741,"G"
580,560,1140,"BUSINESS",3.5185,"G"
660,690,1350,"LIBERAL ARTS",3.6935,"G"
610,730,1340,"BUSINESS",3.1238,"G"
650,500,1150,"NATURAL SCIENCE",2.891,"G"
620,610,1230,"LIBERAL ARTS",2.425,"G"
560,500,1060,"NATURAL SCIENCE",3.4299,"G"
550,570,1120,"NATURAL SCIENCE",2.6691,"G"
590,690,1280,"ENGINEERING",2.7677,"G"
470,510,980,"NATURAL SCIENCE",2.787,"G"
410,530,940,"LIBERAL ARTS",3.4653,"G"
460,620,1080,"FINE ARTS",3.8333,"G"
510,530,1040,"NATURAL SCIENCE",3.2568,"G"
590,560,1150,"LIBERAL ARTS",3.1333,"G"
560,590,1150,"COMMUNICATIONS",3.5486,"G"
800,800,1600,"ENGINEERING",4,"G"
620,640,1260,"BUSINESS",3.0243,"G"
670,680,1350,"NATURAL SCIENCE",3.4218,"G"
690,790,1480,"NATURAL SCIENCE",3.704,"G"
620,630,1250,"BUSINESS",3.4574,"G"
600,600,1200,"LIBERAL ARTS",2.6766,"G"
590,800,1390,"LIBERAL ARTS",3.8064,"G"
550,640,1190,"BUSINESS",3.5957,"G"
640,620,1260,"LIBERAL ARTS",3.2604,"G"
640,650,1290,"LIBERAL ARTS",3.2991,"G"
440,490,930,"LIBERAL ARTS",2.5137,"G"
560,510,1070,"NATURAL SCIENCE",3.1111,"G"
650,790,1440,"ENGINEERING",3.624,"G"
620,560,1180,"LIBERAL ARTS",2.2101,"G"
500,570,1070,"LIBERAL ARTS",2.7019,"G"
570,580,1150,"BUSINESS",3.2113,"G"
610,650,1260,"ENGINEERING",2.7372,"G"
710,790,1500,"ENGINEERING",2.948,"G"
660,660,1320,"ENGINEERING",2.3246,"G"
590,550,1140,"LIBERAL ARTS",2.7153,"G"
610,650,1260,"LIBERAL ARTS",3,"G"
580,760,1340,"ENGINEERING",3.2812,"G"
570,790,1360,"NATURAL SCIENCE",2.704,"G"
630,630,1260,"NATURAL SCIENCE",3.1098,"G"
540,590,1130,"LIBERAL ARTS",2.9126,"G"
440,730,1170,"COMMUNICATIONS",2.8819,"G"
500,580,1080,"NATURAL SCIENCE",3.1916,"G"
610,740,1350,"NATURAL SCIENCE",3.9482,"G"
800,790,1590,"LIBERAL ARTS",2.1843,"G"
670,600,1270,"LIBERAL ARTS",2.8691,"G"
570,650,1220,"ENGINEERING",3.0522,"G"
650,650,1300,"ARCHITECTURE",3.752,"G"
540,450,990,"BUSINESS",3.0956,"G"
790,760,1550,"NATURAL SCIENCE",4,"G"
450,580,1030,"NATURAL SCIENCE",3.1764,"G"
440,560,1000,"FINE ARTS",3.3688,"G"
660,510,1170,"LIBERAL ARTS",2,"G"
600,640,1240,"NATURAL SCIENCE",3.5689,"G"
580,660,1240,"NATURAL SCIENCE",3.5913,"G"
640,540,1180,"LIBERAL ARTS",3.7053,"G"
730,720,1450,"LIBERAL ARTS",3.5048,"G"
550,690,1240,"NATURAL SCIENCE",2.9098,"G"
680,710,1390,"ENGINEERING",2.1,"G"
480,620,1100,"NATURAL SCIENCE",3.7368,"G"
540,570,1110,"NATURAL SCIENCE",2.8571,"G"
650,640,1290,"ENGINEERING",3.1219,"G"
670,730,1400,"LIBERAL ARTS",3.4857,"G"
600,640,1240,"FINE ARTS",2.6299,"G"
630,760,1390,"ENGINEERING",2.5096,"G"
460,770,1230,"NATURAL SCIENCE",3.8928,"G"
580,600,1180,"BUSINESS",2.7619,"G"
640,700,1340,"LIBERAL ARTS",3.653,"G"
730,690,1420,"NATURAL SCIENCE",3.7103,"G"
500,620,1120,"NATURAL SCIENCE",3.4623,"G"
560,580,1140,"LIBERAL ARTS",2.7575,"G"
550,570,1120,"NATURAL SCIENCE",3.5555,"G"
640,710,1350,"NATURAL SCIENCE",3.1884,"G"
450,720,1170,"ENGINEERING",2.2432,"G"
620,700,1320,"NATURAL SCIENCE",2.2076,"G"
770,660,1430,"LIBERAL ARTS",3.4814,"G"
630,750,1380,"LIBERAL ARTS",3.7669,"G"
590,710,1300,"LIBERAL ARTS",3.9005,"G"
700,610,1310,"LIBERAL ARTS",3.4396,"G"
580,620,1200,"LIBERAL ARTS",3.8787,"G"
700,620,1320,"FINE ARTS",3.29,"G"
440,410,850,"LIBERAL ARTS",2.6017,"G"
670,510,1180,"ENGINEERING",3.5578,"G"
450,700,1150,"ENGINEERING",3.4295,"G"
530,580,1110,"NATURAL SCIENCE",2.4307,"G"
570,620,1190,"NATURAL SCIENCE",3.7,"G"
620,700,1320,"ENGINEERING",2.8253,"G"
590,560,1150,"NURSING",3.1357,"G"
650,680,1330,"NATURAL SCIENCE",3.9117,"G"
560,660,1220,"COMMUNICATIONS",3.228,"G"
540,530,1070,"LIBERAL ARTS",2.7155,"G"
590,660,1250,"BUSINESS",3.4134,"G"
610,750,1360,"BUSINESS",3.9065,"G"
450,660,1110,"NATURAL SCIENCE",3.8854,"G"
730,670,1400,"LIBERAL ARTS",2.0138,"G"
510,540,1050,"BUSINESS",3.2932,"G"
490,650,1140,"LIBERAL ARTS",2.228,"G"
540,470,1010,"LIBERAL ARTS",3.3478,"G"
590,590,1180,"LIBERAL ARTS",3.6065,"G"
590,620,1210,"FINE ARTS",3.376,"G"
750,790,1540,"BUSINESS",3.3095,"G"
560,570,1130,"EDUCATION",3.5408,"G"
470,410,880,"LIBERAL ARTS",2.8073,"G"
510,610,1120,"NATURAL SCIENCE",2.6065,"G"
610,580,1190,"LIBERAL ARTS",2.7297,"G"
430,530,960,"NATURAL SCIENCE",2.5869,"G"
540,370,910,"FINE ARTS",2.7156,"G"
570,680,1250,"NATURAL SCIENCE",2.7983,"G"
600,640,1240,"BUSINESS",3.7142,"G"
630,590,1220,"LIBERAL ARTS",2.9666,"G"
480,640,1120,"LIBERAL ARTS",3.1803,"G"
730,800,1530,"LIBERAL ARTS",2.8305,"G"
380,400,780,"LIBERAL ARTS",3.1709,"G"
630,590,1220,"LIBERAL ARTS",3.2872,"G"
440,560,1000,"BUSINESS",3.2909,"G"
530,650,1180,"BUSINESS",3.3114,"G"
580,670,1250,"BUSINESS",3.3207,"G"
470,590,1060,"LIBERAL ARTS",2.8823,"G"
540,750,1290,"NATURAL SCIENCE",2.6466,"G"
490,590,1080,"BUSINESS",2.7731,"G"
500,630,1130,"ENGINEERING",3.4137,"G"
550,660,1210,"NATURAL SCIENCE",2.8016,"G"
430,590,1020,"LIBERAL ARTS",2.898,"G"
600,600,1200,"NATURAL SCIENCE",2.4423,"G"
520,500,1020,"LIBERAL ARTS",3.7835,"G"
700,650,1350,"LIBERAL ARTS",3.2115,"G"
500,660,1160,"LIBERAL ARTS",3.1916,"G"
460,620,1080,"NATURAL SCIENCE",2.7272,"G"
480,580,1060,"LIBERAL ARTS",2.5694,"G"
540,580,1120,"BUSINESS",3.2631,"G"
640,550,1190,"LIBERAL ARTS",3.5233,"G"
550,580,1130,"LIBERAL ARTS",3.1008,"G"
630,610,1240,"NATURAL SCIENCE",2.7592,"G"
610,710,1320,"ENGINEERING",2.867,"G"
700,580,1280,"LIBERAL ARTS",2.6818,"G"
690,700,1390,"ENGINEERING",3.7603,"G"
670,710,1380,"LIBERAL ARTS",3.221,"G"
610,640,1250,"NATURAL SCIENCE",3.4354,"G"
760,750,1510,"LIBERAL ARTS",3.245,"G"
620,520,1140,"LIBERAL ARTS",3.2761,"G"
500,630,1130,"LIBERAL ARTS",3.1226,"G"
550,480,1030,"LIBERAL ARTS",3.4545,"G"
470,520,990,"NATURAL SCIENCE",2.4402,"G"
690,740,1430,"ENGINEERING",3.5703,"G"
580,590,1170,"LIBERAL ARTS",2.4452,"G"
560,490,1050,"LIBERAL ARTS",2.8787,"G"
660,720,1380,"NATURAL SCIENCE",3,"G"
590,650,1240,"BUSINESS",3.2142,"G"
530,580,1110,"NATURAL SCIENCE",2.581,"G"
570,650,1220,"BUSINESS",3.7407,"G"
800,800,1600,"BUSINESS",4,"G"
560,650,1210,"NATURAL SCIENCE",3.2666,"G"
550,670,1220,"ENGINEERING",3.032,"G"
700,790,1490,"ENGINEERING",2.6496,"G"
470,620,1090,"LIBERAL ARTS",3.288,"G"
510,700,1210,"ENGINEERING",3.4087,"G"
450,630,1080,"LIBERAL ARTS",3.0294,"G"
550,670,1220,"NATURAL SCIENCE",2.9383,"G"
660,690,1350,"ENGINEERING",2.7727,"G"
520,670,1190,"LIBERAL ARTS",2.6474,"G"
470,730,1200,"ENGINEERING",2.7028,"G"
670,660,1330,"FINE ARTS",3.4754,"G"
430,570,1000,"BUSINESS",3.8037,"G"
600,660,1260,"ENGINEERING",3.8809,"G"
580,540,1120,"LIBERAL ARTS",2.2148,"G"
710,660,1370,"LIBERAL ARTS",3.2975,"G"
410,510,920,"ENGINEERING",2.0551,"G"
570,600,1170,"BUSINESS",3.3893,"G"
520,530,1050,"LIBERAL ARTS",2.7076,"G"
620,670,1290,"NATURAL SCIENCE",2.3333,"G"
650,650,1300,"LIBERAL ARTS",3.2254,"G"
670,770,1440,"BUSINESS",3.9032,"G"
650,640,1290,"LIBERAL ARTS",3.271,"G"
660,670,1330,"ENGINEERING",3.9542,"G"
500,460,960,"NATURAL SCIENCE",2.6533,"G"
560,690,1250,"LIBERAL ARTS",3.0192,"G"
670,740,1410,"LIBERAL ARTS",3.4642,"G"
570,760,1330,"LIBERAL ARTS",3.9708,"G"
580,600,1180,"NATURAL SCIENCE",3.15,"G"
570,760,1330,"ENGINEERING",3.9794,"G"
550,640,1190,"LIBERAL ARTS",2.548,"G"
460,690,1150,"ENGINEERING",3.6131,"G"
700,780,1480,"LIBERAL ARTS",3.9383,"G"
330,620,950,"NATURAL SCIENCE",3.123,"G"
500,670,1170,"LIBERAL ARTS",3.4761,"G"
480,790,1270,"LIBERAL ARTS",3.5153,"G"
660,570,1230,"NATURAL SCIENCE",2.9236,"G"
560,570,1130,"NATURAL SCIENCE",3.0733,"G"
550,590,1140,"ENGINEERING",2.0764,"G"
550,630,1180,"LIBERAL ARTS",2.3175,"G"
490,660,1150,"LIBERAL ARTS",2.1532,"G"
660,770,1430,"ENGINEERING",4,"G"
640,640,1280,"COMMUNICATIONS",3.7079,"G"
490,520,1010,"LIBERAL ARTS",3.0176,"G"
660,740,1400,"ENGINEERING",3.1052,"G"
530,710,1240,"LIBERAL ARTS",2.75,"G"
650,690,1340,"NATURAL SCIENCE",3.9897,"G"
560,530,1090,"LIBERAL ARTS",2.5967,"G"
500,550,1050,"BUSINESS",2.8842,"G"
440,490,930,"LIBERAL ARTS",2.7166,"G"
470,530,1000,"LIBERAL ARTS",2.7247,"G"
600,610,1210,"LIBERAL ARTS",3.9708,"G"
610,630,1240,"ENGINEERING",3.3239,"G"
450,550,1000,"LIBERAL ARTS",2.8905,"G"
740,640,1380,"ENGINEERING",3.1065,"G"
570,640,1210,"BUSINESS",2.9519,"G"
590,620,1210,"LIBERAL ARTS",2.8333,"G"
540,580,1120,"LIBERAL ARTS",3.4395,"G"
680,670,1350,"BUSINESS",3.6972,"G"
560,470,1030,"LIBERAL ARTS",2.826,"G"
610,550,1160,"LIBERAL ARTS",3.4869,"G"
600,680,1280,"NATURAL SCIENCE",3.7222,"G"
480,520,1000,"BUSINESS",3.2616,"G"
520,580,1100,"BUSINESS",3.3465,"G"
510,590,1100,"LIBERAL ARTS",3.3404,"G"
390,330,720,"LIBERAL ARTS",3.0588,"G"
650,650,1300,"NATURAL SCIENCE",3.7,"G"
690,460,1150,"LIBERAL ARTS",3.5826,"G"
600,570,1170,"BUSINESS",3.16,"G"
550,570,1120,"LIBERAL ARTS",3.5128,"G"
650,640,1290,"LIBERAL ARTS",2.173,"G"
740,670,1410,"LIBERAL ARTS",3.8322,"G"
660,630,1290,"COMMUNICATIONS",3.1981,"G"
690,720,1410,"BUSINESS",3.5833,"G"
710,650,1360,"LIBERAL ARTS",2.3173,"G"
510,560,1070,"LIBERAL ARTS",3.5,"G"
450,570,1020,"LIBERAL ARTS",3.2121,"G"
550,650,1200,"NATURAL SCIENCE",2.5478,"G"
460,610,1070,"EDUCATION",3.475,"G"
680,760,1440,"ENGINEERING",3.3673,"G"
530,570,1100,"ENGINEERING",3.3304,"G"
650,670,1320,"BUSINESS",3.8362,"G"
500,580,1080,"BUSINESS",3.5864,"G"
630,540,1170,"LIBERAL ARTS",2.9842,"G"
570,590,1160,"LIBERAL ARTS",3.5436,"G"
520,770,1290,"NATURAL SCIENCE",3.0144,"G"
660,770,1430,"ENGINEERING",3.3529,"G"
670,580,1250,"LIBERAL ARTS",2.7967,"G"
650,680,1330,"BUSINESS",3.6632,"G"
430,650,1080,"BUSINESS",3.5042,"G"
600,620,1220,"LIBERAL ARTS",3.0869,"G"
710,760,1470,"NATURAL SCIENCE",3.6907,"G"
610,660,1270,"COMMUNICATIONS",3.1296,"G"
550,520,1070,"BUSINESS",2.9909,"G"
530,640,1170,"BUSINESS",3.2892,"G"
540,650,1190,"LIBERAL ARTS",3.6218,"G"
440,600,1040,"LIBERAL ARTS",3.7652,"G"
670,700,1370,"NATURAL SCIENCE",2.4563,"G"
560,570,1130,"LIBERAL ARTS",2.8583,"G"
500,610,1110,"LIBERAL ARTS",2.15,"G"
530,460,990,"NATURAL SCIENCE",3.0364,"G"
770,790,1560,"NATURAL SCIENCE",3.5932,"G"
520,540,1060,"COMMUNICATIONS",3.8192,"G"
620,560,1180,"LIBERAL ARTS",3.6106,"G"
440,440,880,"LIBERAL ARTS",2.819,"G"
620,660,1280,"COMMUNICATIONS",3.3467,"G"
540,610,1150,"ENGINEERING",3.3057,"G"
710,770,1480,"ENGINEERING",3.8521,"G"
540,520,1060,"FINE ARTS",3.431,"G"
550,630,1180,"LIBERAL ARTS",2.6315,"G"
630,590,1220,"LIBERAL ARTS",3.4672,"G"
650,770,1420,"ENGINEERING",3.8244,"G"
510,560,1070,"LIBERAL ARTS",2.725,"G"
640,720,1360,"BUSINESS",3.8809,"G"
630,680,1310,"ENGINEERING",3.8014,"G"
470,790,1260,"ENGINEERING",3.4074,"G"
490,560,1050,"LIBERAL ARTS",2.509,"G"
540,540,1080,"LIBERAL ARTS",2.5609,"G"
600,600,1200,"NATURAL SCIENCE",3.7924,"G"
620,540,1160,"FINE ARTS",3.5937,"G"
710,740,1450,"NATURAL SCIENCE",3.9803,"G"
550,520,1070,"LIBERAL ARTS",3.7297,"G"
500,640,1140,"ENGINEERING",3.7735,"G"
530,550,1080,"BUSINESS",3.685,"G"
650,690,1340,"LIBERAL ARTS",3.2615,"G"
610,550,1160,"LIBERAL ARTS",3.008,"G"
680,510,1190,"LIBERAL ARTS",2.6016,"G"
560,570,1130,"NURSING",3.7735,"G"
640,790,1430,"ENGINEERING",3.8108,"G"
560,590,1150,"LIBERAL ARTS",2.448,"G"
570,620,1190,"NATURAL SCIENCE",2.2477,"G"
640,760,1400,"NATURAL SCIENCE",2.9617,"G"
660,750,1410,"NATURAL SCIENCE",3.678,"G"
670,620,1290,"NATURAL SCIENCE",1.9326,"G"
450,580,1030,"BUSINESS",2.8292,"G"
590,510,1100,"BUSINESS",3.3478,"G"
410,720,1130,"LIBERAL ARTS",3.3453,"G"
590,630,1220,"LIBERAL ARTS",2.7611,"G"
470,570,1040,"LIBERAL ARTS",3.2743,"G"
490,600,1090,"LIBERAL ARTS",2.9761,"G"
670,650,1320,"LIBERAL ARTS",3.3431,"G"
550,510,1060,"NATURAL SCIENCE",2.7567,"G"
720,670,1390,"ENGINEERING",3.5677,"G"
750,580,1330,"LIBERAL ARTS",2.5,"G"
440,420,860,"LIBERAL ARTS",3.1818,"G"
460,610,1070,"LIBERAL ARTS",3.0707,"G"
670,790,1460,"BUSINESS",3.8943,"G"
660,710,1370,"COMMUNICATIONS",3.6901,"G"
480,550,1030,"NATURAL SCIENCE",2.5454,"G"
770,730,1500,"LIBERAL ARTS",3.5826,"G"
610,610,1220,"EDUCATION",3.6666,"G"
480,660,1140,"ENGINEERING",2.7954,"G"
580,710,1290,"NATURAL SCIENCE",3.5177,"G"
710,680,1390,"BUSINESS",3.8686,"G"
530,540,1070,"COMMUNICATIONS",3.3367,"G"
570,580,1150,"NATURAL SCIENCE",2.75,"G"
400,580,980,"NATURAL SCIENCE",2.1956,"G"
440,580,1020,"LIBERAL ARTS",3.3486,"G"
510,740,1250,"NATURAL SCIENCE",2.923,"G"
480,610,1090,"BUSINESS",3.5934,"G"
700,690,1390,"LIBERAL ARTS",3.7763,"G"
680,630,1310,"NATURAL SCIENCE",3.6033,"G"
800,740,1540,"FINE ARTS",3.8716,"G"
530,560,1090,"LIBERAL ARTS",3.1,"G"
630,660,1290,"ENGINEERING",3.96,"G"
590,530,1120,"EDUCATION",3.1,"G"
580,570,1150,"LIBERAL ARTS",1.9291,"G"
520,640,1160,"BUSINESS",3.5937,"G"
460,620,1080,"NATURAL SCIENCE",3.4077,"G"
640,700,1340,"FINE ARTS",3.5284,"G"
560,650,1210,"BUSINESS",2.6036,"G"
530,520,1050,"NATURAL SCIENCE",2.7,"G"
560,600,1160,"NATURAL SCIENCE",2.3963,"G"
630,740,1370,"LIBERAL ARTS",3.6461,"G"
390,550,940,"LIBERAL ARTS",2.3773,"G"
620,590,1210,"COMMUNICATIONS",4,"G"
540,520,1060,"NATURAL SCIENCE",2.0709,"G"
710,630,1340,"LIBERAL ARTS",3.8285,"G"
590,690,1280,"LIBERAL ARTS",2.7589,"G"
690,660,1350,"BUSINESS",3.2123,"G"
500,600,1100,"ENGINEERING",3.2926,"G"
700,790,1490,"ENGINEERING",3.7777,"G"
520,660,1180,"ENGINEERING",3.0932,"G"
720,750,1470,"BUSINESS",3.9612,"G"
540,590,1130,"NATURAL SCIENCE",2.6916,"G"
520,600,1120,"NATURAL SCIENCE",2.4461,"G"
460,620,1080,"LIBERAL ARTS",2.7213,"G"
540,660,1200,"BUSINESS",3.521,"G"
580,690,1270,"ENGINEERING",2.0408,"G"
500,580,1080,"LIBERAL ARTS",2.4876,"G"
510,580,1090,"LIBERAL ARTS",2.5714,"G"
510,580,1090,"LIBERAL ARTS",2.6732,"G"
540,790,1330,"NATURAL SCIENCE",3.9552,"G"
690,710,1400,"BUSINESS",3.7032,"G"
540,430,970,"FINE ARTS",3.5,"G"
620,580,1200,"LIBERAL ARTS",3.5,"G"
640,620,1260,"LIBERAL ARTS",3.7368,"G"
760,630,1390,"NATURAL SCIENCE",3.0869,"G"
650,700,1350,"COMMUNICATIONS",3.0963,"G"
660,630,1290,"BUSINESS",3.2822,"G"
500,570,1070,"NATURAL SCIENCE",3.2666,"G"
650,680,1330,"NATURAL SCIENCE",2.6541,"G"
590,550,1140,"LIBERAL ARTS",3.7398,"G"
640,680,1320,"BUSINESS",2.9629,"G"
740,720,1460,"NATURAL SCIENCE",4,"G"
580,580,1160,"BUSINESS",3.4,"G"
700,640,1340,"NATURAL SCIENCE",3.609,"G"
640,570,1210,"LIBERAL ARTS",3.9449,"G"
680,560,1240,"FINE ARTS",3.3135,"G"
570,590,1160,"NATURAL SCIENCE",2.0153,"G"
650,630,1280,"NATURAL SCIENCE",3.1525,"G"
540,590,1130,"LIBERAL ARTS",3.0576,"G"
580,620,1200,"LIBERAL ARTS",3.0211,"G"
540,580,1120,"LIBERAL ARTS",3.238,"G"
580,720,1300,"ENGINEERING",3.4769,"G"
610,620,1230,"NATURAL SCIENCE",3.6893,"G"
780,720,1500,"NATURAL SCIENCE",3.9815,"G"
760,800,1560,"NATURAL SCIENCE",3.9815,"G"
600,620,1220,"NATURAL SCIENCE",3.2539,"G"
540,730,1270,"NATURAL SCIENCE",3.8508,"G"
470,540,1010,"BUSINESS",2.879,"G"
590,630,1220,"EDUCATION",3.9482,"G"
490,720,1210,"ENGINEERING",3.9109,"G"
610,720,1330,"NATURAL SCIENCE",3.5263,"G"
670,680,1350,"FINE ARTS",3.4573,"G"
630,770,1400,"LIBERAL ARTS",3.5818,"G"
600,720,1320,"COMMUNICATIONS",3.3987,"G"
450,490,940,"NATURAL SCIENCE",2.6746,"G"
580,560,1140,"BUSINESS",2.7058,"G"
530,620,1150,"BUSINESS",3.3364,"G"
770,610,1380,"LIBERAL ARTS",3.116,"G"
610,600,1210,"FINE ARTS",3.1151,"G"
510,570,1080,"COMMUNICATIONS",3.0467,"G"
660,670,1330,"LIBERAL ARTS",3.1476,"G"
570,600,1170,"LIBERAL ARTS",2.8878,"G"
610,720,1330,"NATURAL SCIENCE",2.5434,"G"
610,560,1170,"LIBERAL ARTS",3.5526,"G"
600,540,1140,"LIBERAL ARTS",3.2058,"G"
410,700,1110,"ENGINEERING",3.1376,"G"
540,480,1020,"NATURAL SCIENCE",3.0813,"G"
650,720,1370,"ENGINEERING",3.8048,"G"
440,610,1050,"LIBERAL ARTS",2.5877,"G"
500,610,1110,"LIBERAL ARTS",3.4224,"G"
670,600,1270,"LIBERAL ARTS",3.6869,"G"
590,620,1210,"LIBERAL ARTS",3.5258,"G"
420,690,1110,"NATURAL SCIENCE",3.1981,"G"
540,660,1200,"BUSINESS",3.099,"G"
690,650,1340,"LIBERAL ARTS",3.5108,"G"
610,710,1320,"NATURAL SCIENCE",3.3484,"G"
690,670,1360,"NATURAL SCIENCE",3.3796,"G"
540,450,990,"COMMUNICATIONS",2.6901,"G"
730,570,1300,"LIBERAL ARTS",2.7692,"G"
710,770,1480,"BUSINESS",3.84,"G"
580,670,1250,"EDUCATION",3.3109,"G"
630,590,1220,"NATURAL SCIENCE",3.5825,"G"
590,570,1160,"ENGINEERING",3.0384,"G"
610,580,1190,"LIBERAL ARTS",2.8654,"G"
700,790,1490,"BUSINESS",4,"G"
580,450,1030,"LIBERAL ARTS",2.0563,"G"
600,580,1180,"NATURAL SCIENCE",3.8695,"G"
510,610,1120,"NATURAL SCIENCE",2.7606,"G"
510,570,1080,"LIBERAL ARTS",3.3055,"G"
550,610,1160,"NATURAL SCIENCE",2.876,"G"
540,670,1210,"NATURAL SCIENCE",3.1157,"G"
660,620,1280,"LIBERAL ARTS",3.5773,"G"
570,650,1220,"ENGINEERING",3.2377,"G"
580,680,1260,"NATURAL SCIENCE",3.1027,"G"
500,630,1130,"NATURAL SCIENCE",3.2613,"G"
720,600,1320,"LIBERAL ARTS",3.602,"G"
290,440,730,"LIBERAL ARTS",2.1693,"G"
440,650,1090,"LIBERAL ARTS",3.0285,"G"
780,710,1490,"ENGINEERING",3.024,"G"
480,720,1200,"NATURAL SCIENCE",3.8809,"G"
660,700,1360,"LIBERAL ARTS",3.1495,"G"
660,560,1220,"NATURAL SCIENCE",2.3097,"G"
560,570,1130,"NATURAL SCIENCE",3.09,"G"
670,690,1360,"ENGINEERING",2.6442,"G"
590,620,1210,"LIBERAL ARTS",3.7008,"G"
800,800,1600,"LIBERAL ARTS",3.6557,"G"
710,570,1280,"LIBERAL ARTS",3.8,"G"
650,550,1200,"LIBERAL ARTS",2.87,"G"
580,800,1380,"NATURAL SCIENCE",3.3388,"G"
620,560,1180,"NATURAL SCIENCE",2.976,"G"
710,680,1390,"NATURAL SCIENCE",3.8846,"G"
530,560,1090,"LIBERAL ARTS",2.872,"G"
650,800,1450,"ENGINEERING",3.6126,"G"
500,670,1170,"SOCIAL WORK",2.9236,"G"
590,660,1250,"LIBERAL ARTS",3.3606,"G"
590,570,1160,"LIBERAL ARTS",3.4122,"G"
420,660,1080,"LIBERAL ARTS",2.9718,"G"
650,650,1300,"LIBERAL ARTS",3.7435,"G"
560,650,1210,"EDUCATION",3.8165,"G"
560,640,1200,"BUSINESS",3.4159,"G"
620,630,1250,"NATURAL SCIENCE",3.1328,"G"
520,710,1230,"NATURAL SCIENCE",2.9177,"G"
630,680,1310,"NATURAL SCIENCE",3.25,"G"
610,800,1410,"NATURAL SCIENCE",3.8,"G"
560,760,1320,"ENGINEERING",3.4552,"G"
